"Bacteria;Abditibacteriota;Abditibacteria","Bacteria;Acidobacteriota;Acidobacteriae","Bacteria;Acidobacteriota;Blastocatellia","Bacteria;Acidobacteriota;Holophagae","Bacteria;Acidobacteriota;Subgroup 11","Bacteria;Acidobacteriota;Subgroup 22","Bacteria;Acidobacteriota;Subgroup 5","Bacteria;Acidobacteriota;Thermoanaerobaculia","Bacteria;Acidobacteriota;Vicinamibacteria","Bacteria;Actinobacteriota;Acidimicrobiia","Bacteria;Actinobacteriota;Actinobacteria","Bacteria;Actinobacteriota;Coriobacteriia","Bacteria;Actinobacteriota;MB-A2-108","Bacteria;Actinobacteriota;Rubrobacteria","Bacteria;Actinobacteriota;Thermoleophilia","Bacteria;Armatimonadota;Armatimonadia","Bacteria;Armatimonadota;Fimbriimonadia","Bacteria;Armatimonadota;uncultured","Bacteria;Bacteroidota;Bacteroidia","Bacteria;Bacteroidota;Kapabacteria","Bacteria;Bacteroidota;SJA-28","Bacteria;Bdellovibrionota;Bdellovibrionia","Bacteria;Bdellovibrionota;Oligoflexia","Bacteria;Chloroflexi;AD3","Bacteria;Chloroflexi;Anaerolineae","Bacteria;Chloroflexi;Chloroflexia","Bacteria;Chloroflexi;Dehalococcoidia","Bacteria;Chloroflexi;JG30-KF-CM66","Bacteria;Chloroflexi;KD4-96","Bacteria;Chloroflexi;Ktedonobacteria","Bacteria;Chloroflexi;NA","Bacteria;Chloroflexi;TK10","Bacteria;Cyanobacteria;Sericytochromatia","Bacteria;Deinococcota;Deinococci","Bacteria;Dependentiae;Babeliae","Bacteria;Desulfobacterota;Desulfovibrionia","Bacteria;Desulfobacterota;Desulfuromonadia","Bacteria;Desulfobacterota;Syntrophobacteria","Bacteria;Desulfobacterota;uncultured","Bacteria;Elusimicrobiota;Elusimicrobia","Bacteria;Elusimicrobiota;Lineage IIa","Bacteria;Elusimicrobiota;Lineage IIb","Bacteria;Entotheonellaeota;Entotheonellia","Bacteria;FCPU426;NA","Bacteria;Fibrobacterota;Fibrobacteria","Bacteria;Firmicutes;Bacilli","Bacteria;Firmicutes;Clostridia","Bacteria;Firmicutes;Desulfitobacteriia","Bacteria;Firmicutes;Desulfotomaculia","Bacteria;Firmicutes;Dethiobacteria","Bacteria;Firmicutes;Limnochordia","Bacteria;Firmicutes;NA","Bacteria;Firmicutes;Negativicutes","Bacteria;Firmicutes;Symbiobacteriia","Bacteria;Firmicutes;Syntrophomonadia","Bacteria;Firmicutes;Thermoanaerobacteria","Bacteria;Gemmatimonadota;BD2-11 terrestrial group","Bacteria;Gemmatimonadota;Gemmatimonadetes","Bacteria;Gemmatimonadota;Longimicrobia","Bacteria;Gemmatimonadota;S0134 terrestrial group","Bacteria;Halanaerobiaeota;Halanaerobiia","Bacteria;Methylomirabilota;Methylomirabilia","Bacteria;Myxococcota;bacteriap25","Bacteria;Myxococcota;Myxococcia","Bacteria;Myxococcota;Polyangia","Bacteria;NA;NA","Bacteria;NB1-j;NA","Bacteria;NB1-j;uncultured bacterium","Bacteria;Nitrospirota;Nitrospiria","Bacteria;Patescibacteria;Saccharimonadia","Bacteria;Planctomycetota;OM190","Bacteria;Planctomycetota;Phycisphaerae","Bacteria;Planctomycetota;Pla4 lineage","Bacteria;Planctomycetota;Planctomycetes","Bacteria;Planctomycetota;vadinHA49","Bacteria;Proteobacteria;Alphaproteobacteria","Bacteria;Proteobacteria;Gammaproteobacteria","Bacteria;RCP2-54;uncultured bacterium","Bacteria;SAR324 clade(Marine group B);uncultured bacterium","Bacteria;Spirochaetota;Leptospirae","Bacteria;Spirochaetota;Spirochaetia","Bacteria;Verrucomicrobiota;Chlamydiae","Bacteria;Verrucomicrobiota;Verrucomicrobiae"
"UG.GR.T5.Nb.ER.14",0,0.02,0,0,0,0,0.00171428571428571,0,0,0.0108571428571429,0.118857142857143,0,0.000571428571428571,0,0.0822857142857143,0.000571428571428571,0,0,0,0,0,0.00114285714285714,0.00228571428571429,0.00342857142857143,0,0.00171428571428571,0.00342857142857143,0,0,0.00342857142857143,0,0.00228571428571429,0.00342857142857143,0,0,0,0,0,0.000571428571428571,0,0,0,0,0,0.000571428571428571,0.502285714285714,0.0342857142857143,0.00114285714285714,0,0,0,0,0,0,0,0,0,0.00628571428571429,0,0,0,0,0,0.00742857142857143,0.0165714285714286,0,0,0,0.00114285714285714,0,0,0,0,0,0,0.105714285714286,0.0622857142857143,0,0,0,0,0.00114285714285714,0.00457142857142857
"UG.GR.T5.Nb.ER.15",0,0.016,0.000571428571428571,0.000571428571428571,0,0,0.00171428571428571,0,0,0.0125714285714286,0.115428571428571,0,0,0,0.0948571428571429,0,0.000571428571428571,0,0.00285714285714286,0,0,0.00285714285714286,0.00914285714285714,0.00228571428571429,0,0,0.00285714285714286,0,0,0.00228571428571429,0.000571428571428571,0.00685714285714286,0.00171428571428571,0,0.00114285714285714,0,0.008,0,0.000571428571428571,0,0,0,0,0,0.00114285714285714,0.329714285714286,0.132571428571429,0.012,0.00685714285714286,0,0,0,0,0.000571428571428571,0,0,0,0.00685714285714286,0,0,0.00457142857142857,0,0,0.0445714285714286,0.012,0.000571428571428571,0,0,0,0,0,0.000571428571428571,0,0,0,0.106857142857143,0.0485714285714286,0,0,0,0,0.000571428571428571,0.00857142857142857
"UG.GR.T5.Nb.ER.2",0,0.0131428571428571,0,0.000571428571428571,0,0,0.000571428571428571,0.000571428571428571,0,0.00685714285714286,0.108571428571429,0,0,0,0.068,0,0,0,0.000571428571428571,0,0,0.00285714285714286,0.000571428571428571,0.00171428571428571,0,0.000571428571428571,0.00285714285714286,0,0,0.00285714285714286,0,0.00342857142857143,0.00171428571428571,0,0,0,0.000571428571428571,0,0.00171428571428571,0,0,0,0,0,0,0.654285714285714,0.00857142857142857,0,0,0,0,0,0,0,0,0,0,0.00285714285714286,0.00228571428571429,0.000571428571428571,0.000571428571428571,0,0.000571428571428571,0.000571428571428571,0.00571428571428572,0,0,0,0,0,0,0,0,0,0,0.0708571428571429,0.0285714285714286,0.000571428571428571,0,0,0,0,0.00628571428571429
"UG.GR.T5.Nb.ER.3",0,0.0217142857142857,0,0,0,0,0.00114285714285714,0,0.00114285714285714,0.012,0.0897142857142857,0,0,0.000571428571428571,0.0634285714285714,0.000571428571428571,0,0,0.000571428571428571,0,0,0.000571428571428571,0.00228571428571429,0,0.000571428571428571,0.00171428571428571,0.00457142857142857,0,0.00114285714285714,0.00114285714285714,0,0.00342857142857143,0.00285714285714286,0,0.000571428571428571,0,0.000571428571428571,0,0.000571428571428571,0.000571428571428571,0,0,0,0.000571428571428571,0,0.584,0.00571428571428572,0,0,0,0,0,0,0,0,0.000571428571428571,0,0.008,0.000571428571428571,0,0,0,0,0.00685714285714286,0.016,0,0,0,0.00171428571428571,0,0,0,0.000571428571428571,0,0.00114285714285714,0.0994285714285714,0.0548571428571429,0.000571428571428571,0,0,0.000571428571428571,0.000571428571428571,0.00685714285714286
"UG.GR.T5.Nb.ER.4",0,0.0114285714285714,0,0,0,0,0.00171428571428571,0.000571428571428571,0,0.00571428571428571,0.0834285714285714,0,0,0,0.0645714285714286,0,0,0,0.00285714285714286,0,0,0.00114285714285714,0.00285714285714286,0.00228571428571429,0.000571428571428571,0.00114285714285714,0,0.000571428571428571,0,0,0.00114285714285714,0.00114285714285714,0.00685714285714286,0,0,0,0.00114285714285714,0,0.00114285714285714,0,0,0,0,0,0.00114285714285714,0.636,0.0222857142857143,0.000571428571428571,0.00114285714285714,0,0,0,0,0,0,0,0,0.00742857142857143,0,0,0,0,0,0.004,0.0108571428571429,0,0,0,0,0,0,0.00114285714285714,0,0,0,0.0834285714285714,0.032,0,0,0,0,0,0.00971428571428572
"UG.GR.T5.Nb.ER.5",0,0.0165714285714286,0,0.000571428571428571,0,0,0.00228571428571429,0.000571428571428571,0,0.00914285714285714,0.237142857142857,0,0.00171428571428571,0,0.152571428571429,0,0,0,0.00171428571428571,0,0,0,0.00171428571428571,0.00114285714285714,0,0,0.000571428571428571,0.000571428571428571,0,0.00285714285714286,0,0.00342857142857143,0.00228571428571429,0,0,0,0.00171428571428571,0,0.000571428571428571,0,0,0,0,0,0,0.412571428571429,0.0182857142857143,0.00171428571428571,0.000571428571428571,0,0,0,0,0,0,0,0,0.00171428571428571,0,0,0.00114285714285714,0,0,0.00857142857142857,0.0142857142857143,0.000571428571428571,0,0.000571428571428571,0.00114285714285714,0,0,0.000571428571428571,0.00114285714285714,0,0,0.0685714285714286,0.0257142857142857,0.000571428571428571,0,0,0,0,0.00514285714285714
"UG.GR.T5.Nb.ER.6",0,0.012,0,0,0,0,0,0,0,0.00285714285714286,0.0611428571428571,0,0,0,0.0582857142857143,0,0,0,0.000571428571428571,0,0,0,0.00228571428571429,0.000571428571428571,0,0.00285714285714286,0.000571428571428571,0,0,0,0.000571428571428571,0.000571428571428571,0.00342857142857143,0,0,0,0,0,0,0.000571428571428571,0,0,0,0,0.000571428571428571,0.753142857142857,0.00457142857142857,0,0,0,0,0,0,0,0,0,0,0.00342857142857143,0,0,0,0,0,0.00457142857142857,0.004,0,0,0,0,0,0,0,0,0,0,0.052,0.0268571428571429,0,0,0,0,0,0.00457142857142857
"UG.GR.T5.Nb.ER.7",0,0.0142857142857143,0.000571428571428571,0,0,0,0.00114285714285714,0,0,0.00971428571428572,0.1,0,0.00114285714285714,0,0.0702857142857143,0,0,0,0.000571428571428571,0,0,0.000571428571428571,0.00114285714285714,0.000571428571428571,0,0,0,0,0,0.00171428571428571,0,0.00342857142857143,0.000571428571428571,0,0.000571428571428571,0,0,0,0.000571428571428571,0,0,0,0,0,0,0.661714285714286,0.00914285714285714,0.000571428571428571,0,0,0,0,0,0,0,0,0,0.00457142857142857,0,0,0,0,0,0.00571428571428572,0.00914285714285714,0,0,0,0.000571428571428571,0,0,0,0,0.000571428571428571,0,0.0634285714285714,0.0291428571428571,0,0,0,0,0.000571428571428571,0.008
"UG.GR.T5.Nb.ER.8",0,0.0114285714285714,0,0,0,0,0.00114285714285714,0,0,0.00742857142857143,0.152,0,0.000571428571428571,0,0.0765714285714286,0,0,0,0.00171428571428571,0,0,0.00114285714285714,0.000571428571428571,0.000571428571428571,0,0.00114285714285714,0.00114285714285714,0,0,0.00171428571428571,0,0.00228571428571429,0.00228571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0.590857142857143,0.00514285714285714,0,0,0,0,0,0,0,0,0,0,0.00457142857142857,0,0,0,0,0,0.00628571428571429,0.00857142857142857,0,0,0,0.000571428571428571,0,0,0,0,0,0,0.0708571428571429,0.0422857142857143,0,0,0,0,0,0.00914285714285714
"UG.GR.T5.Nb.ER.9",0.000571428571428571,0.0182857142857143,0,0.000571428571428571,0,0,0.000571428571428571,0,0,0.00457142857142857,0.0782857142857143,0,0,0,0.0605714285714286,0.000571428571428571,0,0,0.00114285714285714,0,0,0.00228571428571429,0.00628571428571429,0.000571428571428571,0,0.000571428571428571,0.000571428571428571,0,0,0.000571428571428571,0,0.00171428571428571,0.00228571428571429,0,0,0,0,0,0.000571428571428571,0,0,0,0,0,0.00171428571428571,0.649142857142857,0.0114285714285714,0,0,0,0,0,0,0,0,0,0,0.00571428571428572,0,0,0,0,0,0.00571428571428571,0.008,0,0,0,0.000571428571428571,0,0,0.000571428571428571,0,0,0,0.0862857142857143,0.0388571428571429,0,0,0,0,0,0.0114285714285714
"UG.GR.T4.BA.ER.1",0,0.0108571428571429,0,0,0,0,0.000571428571428571,0.00114285714285714,0,0.00228571428571429,0.110857142857143,0,0,0.000571428571428571,0.04,0.000571428571428571,0,0,0,0,0,0.00114285714285714,0.00285714285714286,0.000571428571428571,0,0.000571428571428571,0.000571428571428571,0,0,0.00114285714285714,0,0.00114285714285714,0,0,0,0,0,0,0.00114285714285714,0,0,0,0,0,0,0.681714285714286,0.0131428571428571,0,0.000571428571428571,0,0,0,0,0,0,0,0,0.00742857142857143,0,0,0,0,0,0.0417142857142857,0.0205714285714286,0,0,0,0.00114285714285714,0,0,0.000571428571428571,0,0,0,0.0228571428571429,0.0131428571428571,0,0,0,0,0,0.0211428571428571
"UG.GR.T4.BA.ER.10",0,0.0114285714285714,0,0,0,0,0.000571428571428571,0,0,0.00285714285714286,0.170285714285714,0,0.000571428571428571,0,0.0691428571428571,0,0,0,0.000571428571428571,0,0,0,0,0.00114285714285714,0,0.00114285714285714,0,0,0,0.00171428571428571,0,0.00171428571428571,0.000571428571428571,0,0,0,0,0,0,0,0,0,0,0,0.000571428571428571,0.600571428571429,0.0171428571428571,0,0,0,0,0,0,0.00171428571428571,0,0,0,0.00971428571428572,0,0,0,0,0,0.00342857142857143,0.00857142857142857,0,0,0,0.000571428571428571,0,0,0,0,0,0,0.0502857142857143,0.0394285714285714,0,0,0,0,0,0.00628571428571429
"UG.GR.T4.BA.ER.13",0,0.0137142857142857,0,0,0,0,0.00228571428571429,0.00114285714285714,0,0.00857142857142857,0.156,0,0,0,0.0885714285714286,0,0,0,0,0,0,0.000571428571428571,0.00342857142857143,0.00228571428571429,0,0,0,0,0,0.00114285714285714,0,0.00228571428571429,0,0,0,0,0,0,0.000571428571428571,0,0,0,0,0,0,0.615428571428571,0.0182857142857143,0,0,0,0,0,0,0,0,0,0,0.00571428571428572,0.000571428571428571,0,0,0,0,0.00914285714285714,0.0114285714285714,0,0,0,0.00171428571428571,0,0,0,0,0,0,0.0285714285714286,0.0234285714285714,0,0,0,0,0,0.00514285714285714
"UG.GR.T4.BA.ER.14",0,0.012,0,0,0,0,0.00285714285714286,0,0,0.00514285714285714,0.222285714285714,0,0,0,0.0731428571428571,0,0,0,0,0,0,0,0.000571428571428571,0.00171428571428571,0,0.000571428571428571,0.000571428571428571,0,0,0.00171428571428571,0,0.00114285714285714,0,0,0,0,0,0,0.000571428571428571,0,0,0,0,0,0,0.598285714285714,0.02,0,0,0,0,0,0,0.000571428571428571,0,0,0,0.004,0,0,0,0,0,0.00514285714285714,0.00628571428571429,0,0,0,0.000571428571428571,0,0,0,0,0,0,0.024,0.0142857142857143,0,0,0,0,0,0.00457142857142857
"UG.GR.T4.BA.ER.15",0,0.0205714285714286,0.000571428571428571,0.000571428571428571,0,0,0.00171428571428571,0.000571428571428571,0,0.00628571428571429,0.056,0,0.000571428571428571,0,0.0542857142857143,0,0.000571428571428571,0,0.000571428571428571,0,0,0,0.00114285714285714,0.00171428571428571,0,0.00285714285714286,0.000571428571428571,0.000571428571428571,0,0.00342857142857143,0.000571428571428571,0.00514285714285714,0.000571428571428571,0,0,0,0,0,0.000571428571428571,0,0,0,0,0,0,0.674285714285714,0.00514285714285714,0,0,0,0,0,0,0.00228571428571429,0,0,0,0.0108571428571429,0.000571428571428571,0,0,0,0,0.0102857142857143,0.0182857142857143,0,0,0,0.000571428571428571,0,0,0.00114285714285714,0,0,0,0.0708571428571429,0.0371428571428571,0,0,0,0,0,0.00914285714285714
"UG.GR.T4.BA.ER.2",0,0.00685714285714286,0.000571428571428571,0,0,0,0.000571428571428571,0,0,0,0.04,0,0,0,0.00628571428571429,0,0,0,0,0,0,0,0.00114285714285714,0,0,0,0.000571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886857142857143,0.0205714285714286,0.000571428571428571,0,0,0,0,0,0.000571428571428571,0,0,0,0.00342857142857143,0,0,0,0,0,0.00228571428571429,0.00971428571428572,0,0,0,0.00114285714285714,0,0,0,0,0,0,0.00857142857142857,0.00685714285714286,0,0,0,0,0,0.00342857142857143
"UG.GR.T4.BA.ER.3",0,0.0131428571428571,0.000571428571428571,0,0,0,0.00342857142857143,0,0,0.00228571428571429,0.052,0,0,0,0.0662857142857143,0,0,0,0,0,0,0,0.00228571428571429,0,0.000571428571428571,0,0,0,0.000571428571428571,0.000571428571428571,0,0.00114285714285714,0,0,0,0,0,0,0.000571428571428571,0,0,0,0,0,0.00171428571428571,0.714285714285714,0.0165714285714286,0,0.000571428571428571,0,0,0,0,0,0,0,0,0.0137142857142857,0,0,0,0,0,0.024,0.0131428571428571,0,0,0,0.000571428571428571,0,0,0.00114285714285714,0,0,0,0.0445714285714286,0.0194285714285714,0,0,0,0,0,0.00685714285714286
"UG.GR.T4.BA.ER.4",0,0.004,0,0,0,0,0.00114285714285714,0.000571428571428571,0,0.00457142857142857,0.0977142857142857,0,0,0,0.0548571428571429,0,0,0,0,0,0,0,0.00114285714285714,0,0,0,0.00114285714285714,0,0,0.000571428571428571,0,0.00114285714285714,0,0,0,0,0,0,0.00114285714285714,0,0,0,0,0,0,0.742857142857143,0.0154285714285714,0.000571428571428571,0,0,0,0,0,0,0.000571428571428571,0,0,0.0102857142857143,0,0.000571428571428571,0,0,0,0.00685714285714286,0.012,0,0,0,0.000571428571428571,0,0,0.00228571428571429,0,0,0,0.02,0.012,0,0,0,0,0,0.008
"UG.GR.T4.BA.ER.5",0,0.00342857142857143,0.000571428571428571,0,0,0,0.00171428571428571,0.000571428571428571,0,0.00228571428571429,0.134857142857143,0,0,0.000571428571428571,0.0291428571428571,0,0,0,0,0,0,0,0.00171428571428571,0.00114285714285714,0,0.00114285714285714,0,0,0,0.00114285714285714,0,0.00171428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.0245714285714286,0,0.000571428571428571,0,0.000571428571428571,0,0,0,0,0,0,0.00171428571428571,0,0,0,0,0,0.0114285714285714,0.00685714285714286,0,0,0,0,0,0,0,0,0,0,0.024,0.00628571428571429,0,0,0,0,0.000571428571428571,0.00342857142857143
"UG.GR.T4.BA.ER.6",0,0.00628571428571429,0,0,0,0,0,0,0,0.00285714285714286,0.128,0,0,0,0.0634285714285714,0,0,0,0,0,0,0.00114285714285714,0.000571428571428571,0.000571428571428571,0,0.000571428571428571,0,0,0,0.00228571428571429,0.000571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.681142857142857,0.0234285714285714,0.000571428571428571,0,0,0,0,0,0,0,0,0,0.00914285714285714,0,0.000571428571428571,0.00114285714285714,0,0,0.00857142857142857,0.00514285714285714,0,0,0,0,0.000571428571428571,0,0,0,0,0,0.032,0.0222857142857143,0,0.000571428571428571,0,0,0.000571428571428571,0.008
"UG.GR.T4.BA.ER.7",0,0.00514285714285714,0,0,0,0,0.000571428571428571,0,0,0.00628571428571429,0.239428571428571,0,0.000571428571428571,0,0.0617142857142857,0,0,0,0,0,0,0,0,0.000571428571428571,0,0,0.00114285714285714,0,0,0.000571428571428571,0,0.000571428571428571,0.000571428571428571,0.000571428571428571,0,0,0,0,0.000571428571428571,0,0,0,0.000571428571428571,0,0,0.605142857142857,0.0154285714285714,0,0,0,0,0,0,0.00228571428571429,0,0,0,0.00685714285714286,0,0,0.000571428571428571,0,0,0.00342857142857143,0.00742857142857143,0,0,0,0,0,0,0,0,0,0,0.016,0.0188571428571429,0,0,0,0,0.000571428571428571,0.00457142857142857
"UG.GR.T4.BA.ER.8",0,0.0165714285714286,0,0,0,0,0.00114285714285714,0,0,0.00457142857142857,0.3,0,0.00114285714285714,0.000571428571428571,0.119428571428571,0,0,0,0,0,0,0,0.00342857142857143,0.00228571428571429,0.000571428571428571,0,0,0,0,0.004,0,0.00342857142857143,0.000571428571428571,0,0,0,0,0,0.00114285714285714,0,0,0,0,0,0.000571428571428571,0.406285714285714,0.0182857142857143,0.000571428571428571,0.000571428571428571,0,0.000571428571428571,0,0,0,0,0,0,0.00914285714285714,0,0,0,0,0.000571428571428571,0.00285714285714286,0.00914285714285714,0,0,0,0.00114285714285714,0.00171428571428571,0,0,0,0,0,0.0537142857142857,0.0314285714285714,0,0,0,0,0,0.00457142857142857
"UG.GR.T4.BA.ER.9",0.000571428571428571,0.00685714285714286,0,0,0,0,0.00114285714285714,0.00114285714285714,0,0.00628571428571429,0.263428571428571,0,0.000571428571428571,0,0.0794285714285714,0,0,0,0.000571428571428571,0,0,0.00114285714285714,0,0.00114285714285714,0,0,0.000571428571428571,0,0.000571428571428571,0.000571428571428571,0,0.00228571428571429,0,0,0,0,0.00114285714285714,0,0.000571428571428571,0,0,0,0,0,0,0.542285714285714,0.0114285714285714,0,0,0,0,0,0,0,0,0,0,0.00742857142857143,0,0,0,0,0,0.00628571428571429,0.00742857142857143,0,0,0,0.000571428571428571,0,0,0,0,0,0,0.0285714285714286,0.0234285714285714,0,0,0,0,0.000571428571428571,0.004
"UG.GR.T1.BN.ER.1",0,0.008,0,0,0,0,0.00114285714285714,0,0,0.00171428571428571,0.096,0,0,0,0.0582857142857143,0,0,0,0,0,0,0,0.00514285714285714,0,0,0.00171428571428571,0.000571428571428571,0,0,0.000571428571428571,0,0.00171428571428571,0.00114285714285714,0,0,0,0,0,0.000571428571428571,0,0,0,0,0,0,0.663428571428571,0.00857142857142857,0,0,0,0,0,0,0.000571428571428571,0,0.000571428571428571,0,0.0142857142857143,0,0.000571428571428571,0,0,0,0.0222857142857143,0.0211428571428571,0,0,0,0,0,0,0.000571428571428571,0,0,0,0.048,0.0331428571428571,0,0,0,0,0,0.0102857142857143
"UG.GR.T1.BN.ER.10",0,0.0108571428571429,0,0.000571428571428571,0,0,0,0,0,0.00228571428571429,0.0942857142857143,0,0.00114285714285714,0,0.0411428571428571,0,0,0,0,0,0,0,0.00228571428571429,0,0,0.00171428571428571,0.00114285714285714,0,0,0,0,0.00228571428571429,0.000571428571428571,0,0,0,0,0,0.000571428571428571,0,0,0,0,0,0,0.705142857142857,0.0422857142857143,0,0,0,0.000571428571428571,0,0,0,0,0,0,0.00685714285714286,0,0,0,0,0,0.0108571428571429,0.00857142857142857,0.000571428571428571,0.000571428571428571,0,0,0,0,0,0,0,0,0.0342857142857143,0.0245714285714286,0,0,0,0,0,0.00685714285714286
"UG.GR.T1.BN.ER.11",0,0.00857142857142857,0,0,0,0,0.00171428571428571,0,0,0.00457142857142857,0.150857142857143,0,0,0,0.0611428571428571,0,0,0,0,0,0,0,0.00171428571428571,0.00171428571428571,0,0,0.000571428571428571,0,0,0.00457142857142857,0,0.00171428571428571,0,0,0,0,0,0,0.000571428571428571,0,0,0,0,0,0,0.673142857142857,0.008,0,0,0,0,0,0,0,0,0,0,0.0114285714285714,0.000571428571428571,0,0,0,0,0.00971428571428572,0.008,0,0,0,0,0,0,0,0,0,0,0.0354285714285714,0.0125714285714286,0,0,0,0,0,0.00342857142857143
"UG.GR.T1.BN.ER.12",0,0.008,0,0,0,0.000571428571428571,0.00342857142857143,0,0,0.00514285714285714,0.151428571428571,0,0.000571428571428571,0,0.0788571428571429,0,0,0,0,0,0,0.000571428571428571,0.00114285714285714,0.00114285714285714,0,0.00114285714285714,0,0,0,0.000571428571428571,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658285714285714,0.0148571428571429,0,0,0,0,0,0,0,0,0,0,0.00914285714285714,0,0,0,0,0,0.00628571428571429,0.012,0,0,0,0.00114285714285714,0,0,0.000571428571428571,0,0,0,0.02,0.0188571428571429,0,0,0,0,0,0.00342857142857143
"UG.GR.T1.BN.ER.13",0,0.0171428571428571,0.000571428571428571,0,0,0,0.00228571428571429,0,0,0.00514285714285714,0.226285714285714,0,0,0,0.0868571428571429,0,0,0,0,0,0,0,0.00228571428571429,0.00171428571428571,0,0.000571428571428571,0.000571428571428571,0.000571428571428571,0,0.000571428571428571,0,0.00514285714285714,0.00228571428571429,0,0,0,0.000571428571428571,0,0.000571428571428571,0,0,0,0,0,0,0.532,0.0154285714285714,0.00114285714285714,0,0,0,0,0,0,0,0,0,0.00514285714285714,0,0,0,0,0,0.0114285714285714,0.0114285714285714,0,0,0,0.000571428571428571,0,0,0,0,0,0,0.0348571428571429,0.032,0,0,0,0,0,0.00285714285714286
"UG.GR.T1.BN.ER.14",0,0.0165714285714286,0,0,0,0,0.000571428571428571,0,0,0.004,0.128,0,0,0,0.0685714285714286,0,0,0,0,0,0,0,0.00228571428571429,0,0,0,0.000571428571428571,0,0,0.00114285714285714,0,0.00171428571428571,0,0,0,0,0,0,0.000571428571428571,0,0,0,0,0,0.000571428571428571,0.673142857142857,0.016,0.000571428571428571,0,0,0,0,0,0.00114285714285714,0,0,0,0.00685714285714286,0,0.00114285714285714,0,0,0,0.00457142857142857,0.0131428571428571,0.000571428571428571,0,0,0.000571428571428571,0,0,0,0,0,0.000571428571428571,0.0342857142857143,0.0171428571428571,0,0,0,0,0,0.00571428571428571
"UG.GR.T1.BN.ER.15",0,0.00628571428571429,0,0,0,0,0.00114285714285714,0.000571428571428571,0,0.00342857142857143,0.110285714285714,0,0,0,0.0588571428571429,0,0,0,0,0,0,0,0.00114285714285714,0.00228571428571429,0,0,0.00171428571428571,0,0,0.00114285714285714,0,0.00342857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744,0.0125714285714286,0,0.000571428571428571,0,0,0,0,0.000571428571428571,0,0,0,0.004,0,0,0,0,0,0.00342857142857143,0.00742857142857143,0,0,0,0,0,0,0,0,0,0.000571428571428571,0.0194285714285714,0.0137142857142857,0,0,0,0,0,0.00342857142857143
"UG.GR.T1.BN.ER.2",0,0.0222857142857143,0,0,0,0,0.00285714285714286,0.00171428571428571,0,0.004,0.0708571428571429,0,0.000571428571428571,0,0.0817142857142857,0,0,0,0.000571428571428571,0,0,0,0.00228571428571429,0.000571428571428571,0,0,0.00114285714285714,0,0,0.00285714285714286,0,0.00342857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672571428571429,0.0102857142857143,0.000571428571428571,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0.000571428571428571,0.0268571428571429,0.0217142857142857,0,0,0,0,0,0,0,0,0,0,0.0417142857142857,0.0154285714285714,0.000571428571428571,0,0,0,0,0.00685714285714286
"UG.GR.T1.BN.ER.3",0,0.02,0,0.000571428571428571,0,0,0.00228571428571429,0,0,0.00857142857142857,0.206857142857143,0,0.000571428571428571,0,0.0965714285714286,0,0,0,0,0,0,0,0.00228571428571429,0.00571428571428571,0,0,0,0,0,0.000571428571428571,0,0.00171428571428571,0.00114285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0.538285714285714,0.012,0,0,0,0,0,0,0.00114285714285714,0,0,0,0.00685714285714286,0,0,0,0,0,0.008,0.0108571428571429,0,0,0,0,0,0,0,0,0,0,0.0514285714285714,0.0182857142857143,0.000571428571428571,0,0,0,0,0.00571428571428571
"UG.GR.T1.BN.ER.4",0,0.0188571428571429,0,0,0,0,0.00285714285714286,0.000571428571428571,0,0.00914285714285714,0.181714285714286,0,0.00171428571428571,0,0.0925714285714286,0,0,0,0,0,0,0,0.00342857142857143,0.00171428571428571,0,0.00285714285714286,0.00114285714285714,0,0,0.00228571428571429,0.000571428571428571,0.00228571428571429,0,0,0.000571428571428571,0,0,0,0,0,0,0,0.000571428571428571,0,0,0.540571428571429,0.0108571428571429,0,0,0,0.000571428571428571,0,0,0,0.000571428571428571,0,0,0.00571428571428572,0.000571428571428571,0,0,0,0,0.00914285714285714,0.0217142857142857,0,0,0,0.000571428571428571,0,0,0,0.000571428571428571,0,0,0.0474285714285714,0.0297142857142857,0,0,0,0,0,0.00914285714285714
"UG.GR.T1.BN.ER.5",0,0.0102857142857143,0,0,0,0,0.00114285714285714,0.00114285714285714,0,0.00571428571428571,0.156571428571429,0,0.000571428571428571,0,0.0845714285714286,0,0,0,0.000571428571428571,0,0,0,0.00114285714285714,0,0,0.00228571428571429,0,0,0,0.00285714285714286,0,0.000571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590857142857143,0.00685714285714286,0,0,0,0,0,0,0,0,0,0,0.00914285714285714,0,0,0,0,0,0.0285714285714286,0.0125714285714286,0,0,0,0,0,0,0,0,0.000571428571428571,0,0.0457142857142857,0.0222857142857143,0,0,0,0,0,0.016
"UG.GR.T1.BN.ER.6",0,0.0137142857142857,0,0,0,0,0.00171428571428571,0,0.000571428571428571,0.00342857142857143,0.110857142857143,0,0,0.000571428571428571,0.0925714285714286,0,0,0,0,0,0,0.000571428571428571,0.000571428571428571,0.00171428571428571,0,0.00171428571428571,0,0,0,0.00228571428571429,0,0.00228571428571429,0,0,0,0,0,0,0.000571428571428571,0,0,0.000571428571428571,0,0,0.000571428571428571,0.632,0.0125714285714286,0,0.000571428571428571,0,0,0,0,0,0,0,0.000571428571428571,0.00742857142857143,0,0,0,0.000571428571428571,0,0.0194285714285714,0.0222857142857143,0,0,0,0.000571428571428571,0,0,0,0,0,0,0.0417142857142857,0.0188571428571429,0,0,0,0,0,0.00914285714285714
"UG.GR.T1.BN.ER.7",0,0.00457142857142857,0,0.000571428571428571,0,0,0.000571428571428571,0,0,0.00171428571428571,0.0331428571428571,0,0,0,0.016,0,0,0,0,0,0,0,0.000571428571428571,0.00114285714285714,0,0.000571428571428571,0,0,0,0,0,0.000571428571428571,0.00114285714285714,0,0.000571428571428571,0,0.00228571428571429,0,0,0,0,0.000571428571428571,0,0,0.000571428571428571,0.800571428571429,0.0417142857142857,0.00114285714285714,0,0,0,0,0.00457142857142857,0,0,0,0,0.00285714285714286,0,0,0,0,0,0.024,0.00628571428571429,0,0,0,0,0,0,0,0,0,0,0.0291428571428571,0.0222857142857143,0,0,0,0,0,0.00285714285714286
"UG.GR.T1.BN.ER.8",0,0.00685714285714286,0,0,0,0,0.000571428571428571,0,0,0,0.0405714285714286,0,0,0,0.0171428571428571,0,0.000571428571428571,0,0,0,0,0.000571428571428571,0.000571428571428571,0,0,0.000571428571428571,0,0,0,0,0,0,0,0,0,0,0.00171428571428571,0,0,0,0,0.000571428571428571,0,0,0,0.815428571428572,0.0245714285714286,0,0,0,0.000571428571428571,0,0,0,0,0,0,0.008,0,0,0,0,0,0.0234285714285714,0.00457142857142857,0,0,0,0,0,0,0,0,0,0,0.0308571428571429,0.0188571428571429,0,0,0,0,0,0.004
